transcript_id(s)	T1_R1	T1_R10	T1_R2	T1_R3	T1_R4	T1_R5	T1_R6	T1_R7	T1_R8	T1_R9
ENSOART00020000061	0.00	15.63	0.00	0.00	12.06	9.78	7.00	12.10	13.21	0.00
ENSOART00020000063	339.00	348.00	278.00	479.00	463.00	732.00	533.00	524.00	300.00	186.00
ENSOART00020000062,ENSOART00020000064	50.00	6.00	0.00	0.00	1.00	0.00	0.00	0.00	194.00	72.00
ENSOART00020000065,ENSOART00020000067	163.00	269.00	131.00	138.00	619.00	143.00	295.00	684.00	625.00	484.00
ENSOART00020000066	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000068	0.00	104.63	99.20	0.00	98.82	319.00	121.00	92.13	180.03	58.75
ENSOART00020000069	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000070	103.00	90.00	113.00	122.00	110.00	157.00	78.00	109.00	245.00	30.00
ENSOART00020000071	6.00	44.00	5.00	4.00	18.00	8.00	105.00	7.00	47.00	59.00
ENSOART00020000072,ENSOART00020000073	104.00	230.00	58.00	59.00	233.00	104.00	252.00	273.00	403.00	358.00
ENSOART00020000084,ENSOART00020000085,ENSOART00020000086,ENSOART00020000087	278.00	251.00	235.00	321.00	316.00	365.00	120.00	365.00	300.00	257.00
ENSOART00020000074	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000077,ENSOART00020000078	180.00	330.00	56.00	82.00	264.00	81.00	313.00	263.00	757.00	890.00
ENSOART00020000075	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000079	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000080,ENSOART00020000081	20.00	31.00	1.00	2.00	34.00	1.00	15.00	20.00	119.00	243.00
ENSOART00020000082,ENSOART00020000083	377.00	608.00	173.00	212.00	436.00	285.00	571.00	369.00	837.00	1207.00
ENSOART00020000088	73.00	27.00	89.00	66.00	59.00	99.00	1.00	83.00	62.00	0.00
ENSOART00020000089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000090	0.00	5.00	0.00	0.00	4.00	0.00	1.00	4.00	1.00	5.00
ENSOART00020000091	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000094,ENSOART00020000095,ENSOART00020000096,ENSOART00020000098	97.00	111.00	122.00	134.00	270.00	141.00	46.00	236.00	181.00	112.00
ENSOART00020000092	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000093	0.00	1.00	0.00	0.00	0.00	0.00	5.00	0.00	1.00	0.00
ENSOART00020000097	83.00	47.00	188.00	273.00	140.00	254.00	13.00	183.00	115.00	11.00
ENSOART00020000100	282.00	173.00	214.00	263.00	510.00	481.00	101.00	526.00	343.00	248.00
ENSOART00020000099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000109,ENSOART00020000113	557.00	657.00	192.00	261.00	195.00	273.00	385.00	381.00	571.00	304.00
ENSOART00020000101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000102	2095.00	2223.00	2214.00	2340.00	3306.00	3247.00	1098.00	3162.00	3147.00	1067.00
ENSOART00020000103	573.00	1291.00	603.00	757.00	855.00	939.00	832.00	1250.00	1117.00	479.00
ENSOART00020000104	121.00	250.00	0.00	0.00	0.00	0.00	230.00	0.00	158.00	492.00
ENSOART00020000108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000111	7550.00	25001.00	0.00	0.00	2.00	1.00	4606.00	0.00	33070.00	47737.00
ENSOART00020000112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000115	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000117	114.00	81.00	69.00	92.00	55.00	74.00	157.00	49.00	101.00	103.00
ENSOART00020000114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000118	636.00	529.00	771.00	607.00	545.00	1041.00	927.00	543.00	933.00	799.00
ENSOART00020000120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000122,ENSOART00020000128	710.00	463.00	646.00	632.00	628.00	752.00	130.00	801.00	953.00	81.00
ENSOART00020000119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000121	516.00	443.00	359.00	279.00	240.00	335.00	390.00	334.00	722.00	299.00
ENSOART00020000123,ENSOART00020000125,ENSOART00020000129	396.00	191.00	315.00	306.00	296.00	384.00	85.00	259.00	741.00	125.00
ENSOART00020000124	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000126	10.38	17.11	4.05	7.80	11.45	14.16	21.56	9.95	46.98	7.02
ENSOART00020000130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000133,ENSOART00020000144,ENSOART00020000162	8578.00	7379.00	5087.00	4777.00	6930.00	6828.00	9312.00	10391.00	12876.00	11585.00
ENSOART00020000131	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000134	0.00	0.00	265.00	1965.00	90.00	113.00	0.00	376.00	0.00	0.00
ENSOART00020000135	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000137	19.00	297.00	12.00	39.00	39.00	31.00	25.00	13.00	36.00	20.00
ENSOART00020000136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000139	416.00	450.00	406.00	435.00	516.00	583.00	717.00	481.00	572.00	430.00
ENSOART00020000138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000140	20.00	14.00	15.00	20.00	12.00	20.00	37.00	18.00	42.00	51.00
ENSOART00020000141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000143	22.00	28.00	1555.00	400.00	934.00	1580.00	29.00	405.00	26.00	66.00
ENSOART00020000147	4394.00	6716.92	4574.00	4044.00	4208.00	5585.00	4747.00	5300.00	7669.00	2085.98
ENSOART00020000142,ENSOART00020000145	17.00	3.00	0.00	5.00	5.00	7.00	0.00	5.00	11.00	10.00
ENSOART00020000146	1.00	6.00	0.00	0.00	0.00	7.00	27.00	3.00	21.00	27.00
ENSOART00020000149	2.00	4.00	14.00	8.00	7.00	6.00	5.00	30.00	2.00	2.00
ENSOART00020000148	859.00	7797.00	6722.00	4454.00	5445.00	8984.00	8069.00	5262.00	1654.00	1286.00
ENSOART00020000151	15.00	15.00	6.00	7.00	8.00	10.00	10.00	12.00	10.00	20.00
ENSOART00020000150	472.00	440.00	545.00	481.00	511.00	798.00	328.00	661.00	747.00	256.00
ENSOART00020000152	483.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	808.00	235.00
ENSOART00020000153,ENSOART00020000156	13.00	5.00	10.00	18.00	14.00	16.00	5.00	20.00	16.00	7.00
ENSOART00020000155	2.00	2.00	581.00	224.00	365.00	520.00	6.00	297.00	5.00	0.00
ENSOART00020000154	174.26	456.42	560.00	332.60	572.32	1188.39	702.05	999.02	529.56	374.04
ENSOART00020000168	1.00	8.00	3.00	0.00	0.00	1.00	2.00	0.00	1.00	7.00
ENSOART00020000159	33.00	19.00	67.00	50.00	71.00	77.00	16.00	86.00	39.00	44.00
ENSOART00020000157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000158	231.00	167.00	101.00	142.00	68.00	209.00	351.00	59.00	345.00	288.00
ENSOART00020000173,ENSOART00020000177,ENSOART00020000178	24.00	37.00	5.00	11.00	18.00	13.00	7.00	10.00	19.00	28.00
ENSOART00020000163,ENSOART00020000170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000161,ENSOART00020000164,ENSOART00020000165	0.00	0.00	6.00	0.00	3.00	8.00	1.00	0.00	2.00	0.00
ENSOART00020000174,ENSOART00020000183,ENSOART00020000203,ENSOART00020000212	285.00	476.00	1635.00	1600.00	1970.00	2478.00	207.00	1642.00	467.00	211.00
ENSOART00020000167	0.00	0.00	2.00	1.00	4.00	1.00	0.00	1.00	0.00	0.00
ENSOART00020000171	432.00	609.00	328.00	394.00	429.00	529.00	651.00	490.00	703.00	656.00
ENSOART00020000172	3842.00	4471.00	3031.00	3399.00	3099.00	4424.00	9341.00	4104.00	5370.00	6306.00
ENSOART00020000166	26.00	13.00	403.00	57.00	99.00	464.00	23.00	188.00	33.00	57.00
ENSOART00020000169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000176	1215.00	1705.00	803.00	855.00	1243.00	1189.00	2150.00	1068.00	1897.00	1763.00
ENSOART00020000179	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000182	6.00	44.00	6.00	8.00	5.00	5.00	20.00	1.00	23.00	10.00
ENSOART00020000184	8.00	0.00	3.00	3.00	0.00	0.00	0.00	4.00	9.00	9.00
ENSOART00020000180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000181	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	8.00
ENSOART00020000185,ENSOART00020000195	1472.00	2650.00	1674.00	1452.00	1537.00	2136.00	1840.00	2057.00	2311.00	1501.00
ENSOART00020000193,ENSOART00020000200	6593.00	29436.00	5929.00	6471.00	5924.00	7843.00	14426.00	8242.00	9708.00	9294.00
ENSOART00020000202	9566.00	5214.00	3108.00	5851.00	8794.00	8459.00	460.00	6190.00	13022.00	3810.00
ENSOART00020000204	70.00	44.00	58.00	52.00	17.00	39.00	47.00	59.00	54.00	40.00
ENSOART00020000187	25.00	38.00	20.00	16.00	28.00	35.00	57.00	56.00	35.00	49.00
ENSOART00020000186	10.00	239.00	3.00	3.00	16.00	7.00	67.00	6.00	10.00	9.00
ENSOART00020000188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000191	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000189	579.00	1104.00	82.00	39.00	40.00	61.00	165.00	50.00	737.00	689.00
ENSOART00020000194	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000256,ENSOART00020000265	22.00	18.00	6.00	7.00	4.00	6.00	4.00	11.00	14.00	17.00
ENSOART00020000201	1186.00	1259.00	821.00	887.00	723.00	996.00	1199.00	810.00	1713.00	938.00
ENSOART00020000196	405.00	1765.00	201.00	163.00	230.00	215.00	1423.00	143.00	837.00	1102.00
ENSOART00020000197	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	19.00
ENSOART00020000198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000209,ENSOART00020000214	4.00	12.00	0.00	0.00	0.00	6.00	16.00	0.00	20.00	11.00
ENSOART00020000207	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000215	0.00	0.00	0.00	0.00	1.00	1.00	0.00	4.00	0.00	0.00
ENSOART00020000205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000254,ENSOART00020000263	44.00	51.00	538.00	297.00	679.00	646.00	59.00	528.00	51.00	190.00
ENSOART00020000293	1623.00	1630.00	2221.00	1664.00	1697.00	2101.00	1560.00	2071.00	1929.00	855.00
ENSOART00020000208	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	3.00
ENSOART00020000211,ENSOART00020000318	176.00	307.00	177.00	191.00	788.00	349.00	122.00	486.00	364.00	229.00
ENSOART00020000217	5.00	76.00	1.00	1.00	5.00	1.00	3.00	8.00	19.00	2.00
ENSOART00020000210	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00
ENSOART00020000257,ENSOART00020000292	54.00	57.00	781.00	355.00	680.00	717.00	51.00	430.00	60.00	20.00
ENSOART00020000216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000220	293.10	326.34	143.44	213.19	128.71	6.31	11.02	143.63	214.47	41.85
ENSOART00020000213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000221,ENSOART00020000246	593.00	1172.00	1078.00	831.00	901.00	1175.00	1031.00	1013.00	1043.00	829.00
ENSOART00020000218	1522.00	2968.00	1944.00	1776.00	1920.00	2581.00	8365.00	2650.00	1930.00	3325.00
ENSOART00020000235,ENSOART00020000247	7.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	6.00	1.00
ENSOART00020000227,ENSOART00020000259,ENSOART00020000326,ENSOART00020000378	580.00	305.00	409.00	389.00	372.00	358.00	211.00	562.00	674.00	170.00
ENSOART00020000239,ENSOART00020000300,ENSOART00020000346	138.00	38.00	541.00	223.00	209.00	437.00	21.00	265.00	90.00	29.00
ENSOART00020000219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000262,ENSOART00020000283	603.00	1328.00	545.00	511.00	717.00	988.00	1904.00	635.00	954.00	1170.00
ENSOART00020000236,ENSOART00020000243,ENSOART00020000253	425.00	385.00	293.00	285.00	283.00	487.00	591.00	301.00	561.00	551.00
ENSOART00020000226,ENSOART00020000238,ENSOART00020000250	1537.00	1885.00	2135.00	1636.00	1842.00	2628.00	2082.00	1473.00	2247.00	2223.00
ENSOART00020000305	874.00	711.00	742.00	793.00	565.00	819.00	748.00	736.00	1210.00	538.00
ENSOART00020000242,ENSOART00020000270,ENSOART00020000298,ENSOART00020000316	145.00	399.00	1.00	23.00	15.00	8.00	335.00	9.00	160.00	182.00
ENSOART00020000232	1002.00	1371.00	1306.00	1782.00	2658.00	2325.00	299.00	1233.00	2149.00	965.00
ENSOART00020000353	45.00	50.00	14.00	10.00	14.00	19.00	36.00	21.00	85.00	14.00
ENSOART00020000224	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000231,ENSOART00020000264,ENSOART00020000319,ENSOART00020000360	2751.00	1488.00	2329.00	2057.00	2003.00	2760.00	488.00	1853.00	3463.00	363.00
ENSOART00020000225	0.00	0.00	10.00	1.00	1.00	2.00	0.00	1.00	0.00	0.00
ENSOART00020000228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000223	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000234	18.00	37.00	3.00	6.00	40.00	8.00	70.00	24.00	64.00	106.00
ENSOART00020000229	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000245,ENSOART00020000282,ENSOART00020000359,ENSOART00020000405	1078.00	666.00	1449.00	1431.00	2147.00	1846.00	333.00	1643.00	1567.00	312.00
ENSOART00020000251,ENSOART00020000275	431.00	486.00	314.00	343.00	306.00	461.00	735.00	164.00	633.00	528.00
ENSOART00020000237	71.00	444.00	24.00	29.00	61.00	74.00	156.00	45.00	251.00	82.00
ENSOART00020000241	20.00	22.00	0.00	0.00	0.00	0.00	0.00	0.00	35.00	28.00
ENSOART00020000252	86.00	126.00	102.00	131.00	26.00	89.00	58.00	47.00	112.00	28.00
ENSOART00020000240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
ENSOART00020000255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000267	6.00	14.00	629.00	245.00	355.00	612.00	17.00	289.00	22.00	55.00
ENSOART00020000284	268.00	561.00	91.00	86.00	95.00	115.00	518.00	122.00	349.00	300.00
ENSOART00020000258	3.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	26.00
ENSOART00020000277,ENSOART00020000381,ENSOART00020000429,ENSOART00020000496,ENSOART00020000530,ENSOART00020000613,ENSOART00020000679,ENSOART00020000749	14.00	20.00	96.00	23.00	69.00	132.00	11.00	67.00	28.00	19.00
ENSOART00020000260	1709.00	1867.00	1830.00	1634.00	1599.00	1963.00	1640.00	1950.00	2492.00	1354.00
ENSOART00020000268	0.00	0.00	85.00	1.00	6.00	1.00	0.00	555.00	0.00	0.00
ENSOART00020000261	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000271	1359.00	1208.00	1269.00	1354.00	1286.00	1548.00	1015.00	1688.00	1853.00	798.00
ENSOART00020000279,ENSOART00020000288,ENSOART00020000310	1.00	0.00	21.00	1.00	6.00	8.00	1.00	6.00	6.00	1.00
ENSOART00020000276	1153.00	1406.00	1709.00	1097.00	1354.00	1889.00	1027.00	1299.00	1626.00	775.00
ENSOART00020000437,ENSOART00020000490	33.00	11.00	79.00	47.00	102.00	128.00	7.00	131.00	40.00	21.00
ENSOART00020000266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000309,ENSOART00020000329,ENSOART00020000355,ENSOART00020000403,ENSOART00020000431,ENSOART00020000445,ENSOART00020000474,ENSOART00020000513	373.00	969.00	439.00	289.00	395.00	540.00	338.00	525.00	629.00	121.00
ENSOART00020000273	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000287,ENSOART00020000395,ENSOART00020000533,ENSOART00020000685	3380.00	3627.00	4496.00	2919.00	3931.00	5531.00	2675.00	4267.00	4033.00	2454.00
ENSOART00020000272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000274	56.00	26.00	0.00	0.00	0.00	0.00	0.00	0.00	54.00	28.00
ENSOART00020000651,ENSOART00020000662,ENSOART00020000687	17.00	13.00	2.00	0.00	4.00	4.00	46.00	0.00	7.00	12.00
ENSOART00020000281	485.00	1170.00	2556.00	1918.00	2260.00	3478.00	1078.00	2912.00	1235.00	513.00
ENSOART00020000278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000280,ENSOART00020000285,ENSOART00020000290,ENSOART00020000301	64.00	188.00	0.00	0.00	0.00	0.00	2317.00	0.00	35.00	168.00
ENSOART00020000294,ENSOART00020000352,ENSOART00020000434,ENSOART00020000503,ENSOART00020000570,ENSOART00020000676	0.00	695.00	0.00	0.00	1.00	0.00	2145.00	0.00	0.00	0.00
ENSOART00020000289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000311	2278.00	2400.00	1398.00	1716.00	1461.00	1957.00	2651.00	1724.00	2898.00	1978.00
ENSOART00020000483,ENSOART00020000502	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
ENSOART00020000308	0.00	0.00	2.00	2.00	62.00	6.00	0.00	1.00	0.00	0.00
ENSOART00020000296	0.00	2.00	2.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
ENSOART00020000306,ENSOART00020000317,ENSOART00020000332	5.00	18.00	3.00	5.00	4.00	3.00	2.00	2.00	16.00	3.00
ENSOART00020000291	129.00	82.00	0.00	0.00	0.00	0.00	32.00	0.00	138.00	179.00
ENSOART00020000299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
